;id;leaf;isInfectedPercentage;isInfectedFlag
1010;#1010;626a89b4-a40b-4e86-8e61-427fcfbb717d.JPG;5.2774163e-07;0
1011;#1011;a2dcfcc5-9a84-4bf0-9469-0f10ed0525b9.JPG;0.9953908;1
1012;#1012;e31ab4c6-5661-4022-91e9-1e84d6fda1c8.JPG;0.9996253;1
1013;#1013;9b50802f-383e-4928-962b-c1b8554dd140.JPG;0.033975393;0
1014;#1014;d37bfc13-f7bb-4575-a428-87289c329355.JPG;0.9025715;1
1015;#1015;ef6ed9ce-95c4-4cd8-ab46-59deebd1ec25.JPG;5.982588e-05;0
1016;#1016;95fb5e15-2806-4e9c-8f48-548f5871ce97.JPG;0.746036;1
1017;#1017;cb5b1500-14ad-4cb7-b726-a41261364104.JPG;6.4515717e-09;0
1018;#1018;d373ba6d-f483-4601-9392-c4f680d587bc.JPG;3.6418562e-08;0
1019;#1019;73177feb-1228-46d2-9012-5899351c3b0e.JPG;0.9999988;1
1020;#1020;fa12d78f-e6b2-496c-928f-ccb9afb6f967.JPG;3.3632048e-07;0
1021;#1021;f189d9f5-e987-4393-8937-05365a7dcaab.JPG;2.78673e-06;0
1022;#1022;60b5a25c-fde8-4095-a4a5-cff509fc0777.JPG;0.99997175;1
1023;#1023;a89a3f37-788d-4826-ae2e-2b36fae3a833.JPG;0.006417671;0
1024;#1024;be884136-de34-4eef-9f4d-fbcbbec3a3d9.JPG;0.99999046;1
1025;#1025;d90714da-8b60-40e4-8cd6-315204dad7e6.JPG;0.90788925;1
1026;#1026;95334b54-8842-424a-91f2-2c92a77d1219.JPG;1.0;1
1027;#1027;40966ecb-3ae2-423a-855e-d1c56d836773.JPG;0.00073964376;0
1028;#1028;98f9c2cf-ccc3-4e9b-a993-40be8f539b86.JPG;0.9952579;1
1029;#1029;c6a251c8-ab96-48f9-bb80-20ad17fe070d.JPG;0.9976525;1
1030;#1030;a6b3a54f-4d8b-4499-aa7d-e681fea41146.JPG;0.9981072;1
1031;#1031;23be3ce4-27f5-498f-b2b9-743e351d962a.JPG;5.624717e-08;0
1032;#1032;e7af4a1c-3c3a-416f-9da6-6c291357edbf.JPG;1.1516026e-05;0
1033;#1033;1628eccc-8fda-41ac-be1a-2b667905674e.JPG;0.4788982;0
1034;#1034;88e62bd4-9738-46e9-a70a-105ed9256ff9.JPG;1.684905e-05;0
1035;#1035;e9d923bb-3be7-4a28-bbc0-6a95f6db2954.JPG;3.0761e-06;0
1036;#1036;cc1a1cb5-c6a3-4193-9607-bb3111be8fbe.JPG;0.027026542;0
1037;#1037;52ed5585-52c0-40e4-ab98-225ccbf6f66d.JPG;3.2615342e-05;0
1038;#1038;cb250554-c8eb-4486-8591-c1e49053e12b.JPG;3.9765462e-05;0
1039;#1039;8cd28a89-86e5-4e6e-81e5-474371f84ea1.JPG;0.0017588331;0
1040;#1040;d56ab9c3-1434-4516-8642-f53aef1064b3.JPG;6.3941746e-07;0
1041;#1041;d87b7113-c587-4844-bc1e-e8fb106e23c3.JPG;0.99831164;1
1042;#1042;c9c80b10-5034-4dcc-bf78-13ae0e174697.JPG;0.94679797;1
1043;#1043;9e4c60d1-9cc4-4bf2-bd49-832dfe440859.JPG;0.035602;0
1044;#1044;d13b2295-25aa-4711-a8c1-6b41d99fa460.JPG;0.0028842085;0
1045;#1045;09cbb370-348e-49a3-bf10-5ca57694698c.JPG;0.98903334;1
1046;#1046;ae621f18-ce15-41c9-844a-b8952d69ab09.JPG;0.00015005529;0
1047;#1047;8866adfc-a425-428b-9a9e-28460d2a4018.JPG;2.2448856e-05;0
1048;#1048;79024c8e-dd08-4f3e-900f-bad8ff880b3c.JPG;0.8556112;1
1049;#1049;df5c16d9-d36b-4592-9b65-576fa65d2af2.JPG;0.9999559;1
1050;#1050;62b55c48-68b9-4097-ac89-a27e4e3dd1c9.JPG;0.00012440803;0
1051;#1051;f5fe8562-df3c-4ea1-8024-24ab7b2920ab.JPG;1.4782253e-08;0
1052;#1052;d64b00fd-383e-45ca-93e4-1b53c6b79ea9.JPG;1.0;1
1053;#1053;92593683-7238-48eb-84b6-184abf539208.JPG;0.9999981;1
1054;#1054;f836a8e8-9ede-4dcc-9f9d-5cfb79a9902b.JPG;0.009224449;0
1055;#1055;9481953d-76ae-4163-9863-3de348992ca9.JPG;2.1541989e-07;0
1056;#1056;a872265e-0bcd-4f4f-97b9-98578fbaa818.JPG;6.8259155e-08;0
1057;#1057;b227a3ed-f7da-413b-b7f7-badffaaf6eab.JPG;0.9997873;1
1058;#1058;c210bc06-5e9e-46ae-be0f-11a637ee2652.JPG;4.3295442e-10;0
1059;#1059;28b3a34c-54b9-47cc-86a3-ca2c552f19c8.JPG;6.9789155e-07;0
1060;#1060;08f18779-1d4f-497d-bce0-7c10ac0a765f.JPG;3.7927934e-05;0
1061;#1061;83063f4f-17ec-4959-b2a3-65efe1438c39.JPG;0.9595594;1
1062;#1062;c14a7744-2263-4795-a7b7-3b619012b86b.JPG;8.6215216e-05;0
1063;#1063;b2af6943-5b0a-486b-9e5c-0aeb66910ac3.JPG;0.00083336927;0
1064;#1064;90d4b8d5-6e83-4d87-bfc9-bd439d6a6b76.JPG;0.9997503;1
1065;#1065;d6c0e79d-ad5b-4057-a675-ed5e723fee3d.JPG;0.00023878085;0
1066;#1066;a25451dc-14ab-434d-ba3c-f2a94fce7be1.JPG;0.00076019525;0
1067;#1067;d93ce9ce-3a78-4852-89de-f7210d3e3fdd.JPG;0.00022725474;0
1068;#1068;6252b5ae-eb8b-4ca1-8a58-64e8a11947cd.JPG;0.9999933;1
1069;#1069;28111fa0-1d9f-4762-a59b-69f9761023c7.JPG;0.9999962;1
1070;#1070;b19b7c09-91ac-447a-8a90-e2495a04e910.JPG;3.5975927e-06;0
1071;#1071;afd41942-a198-484c-bd9f-1877b16126e8.JPG;0.9998845;1
1072;#1072;851ff354-091d-4af6-98f5-16b87f47e13f.JPG;1.3871994e-09;0
1073;#1073;cb57bd89-80b6-48e0-917e-c91d90e7722f.JPG;1.0940385e-08;0
1074;#1074;56bd678b-33ea-4dda-9150-020a7cb814d9.JPG;0.9262954;1
1075;#1075;9ca0d246-e407-4ded-b981-bc0bf9ca1f6a.JPG;0.8833339;1
1076;#1076;a6ea87d7-5a68-4c28-b1d8-20fdf8e4ed24.JPG;6.8428612e-06;0
1077;#1077;698082d7-4046-4a1e-a998-56e68e1fe082.JPG;0.999892;1
1078;#1078;ee642e55-0114-43f9-95f7-097fca3bf12f.JPG;0.9999471;1
1079;#1079;4616ed74-f000-4e17-995a-7e604affa6f4.JPG;0.999749;1
1080;#1080;cf59a9d2-59ba-4e81-96a6-5a8a22d5cde7.JPG;4.5500896e-05;0
1081;#1081;15d26431-e2b6-4ac1-94ef-f824d25c8d16.JPG;3.7210274e-10;0
1082;#1082;c05a90ce-c0be-4cdc-b2f6-482b9eabcaab.JPG;0.8925311;1
1083;#1083;9c6de7e1-70c0-4627-847d-6b231344b3b4.JPG;6.475404e-05;0
1084;#1084;226d620e-0cf8-4c11-b786-698d60457f55.JPG;5.4076696e-07;0
1085;#1085;ffff9fc7-f713-49f7-876c-be80736936dc.JPG;0.06590061;0
1086;#1086;dcc7b867-66ba-4779-838f-1b427dfd6869.JPG;1.0;1
1087;#1087;52d406e4-1ac0-40c4-924c-0ce3d28f6371.JPG;4.907182e-06;0
1088;#1088;a800d52f-5fbd-4f29-8462-9cfa1e881720.JPG;1.2767576e-05;0
1089;#1089;db97c094-3ee3-43f2-b926-7cecb17d1d2b.JPG;1.3225795e-07;0
1090;#1090;980ad5e0-9ffd-4c11-9f63-ef0c459148bd.JPG;1.2964347e-09;0
1091;#1091;14afbb5c-33c4-424e-a729-8e3b1be848e9.JPG;0.8633838;1
1092;#1092;7978a6d9-912e-4956-9168-064c4f937eff.JPG;7.6057004e-06;0
1093;#1093;fe897726-0a74-4fcf-a192-13c0036e5a86.JPG;0.0006174634;0
1094;#1094;189e420c-ad61-48b0-b35a-eb0bf5609b42.JPG;0.9999795;1
1095;#1095;83d97094-b2cb-4338-889e-9f01c6778198.JPG;0.9999634;1
1096;#1096;aa0a0065-81da-4974-935f-54166b2c4cc8.JPG;0.9999454;1
1097;#1097;f88d70cd-74be-4830-9eb2-21ac31bf165c.JPG;0.0006165513;0
1098;#1098;e9a7c281-c879-4fdb-a26a-51427b40afb0.JPG;0.996761;1
1099;#1099;83b71545-3121-48c1-aa82-408b7ca32663.JPG;0.959436;1
1100;#1100;8a762811-1061-4f3e-b679-3a82954a93df.JPG;0.99998975;1
1101;#1101;943bdd5a-94ce-4c17-a602-6d4bc3495830.JPG;0.067723714;0
1102;#1102;e3f67488-b281-49b7-84fb-5883b5590463.JPG;0.0605974;0
1103;#1103;b40a4c76-6c8b-442d-ae2d-a80ba864b03e.JPG;2.2144336e-06;0
1104;#1104;75953323-a157-44b8-862b-c15a42876931.JPG;0.119737744;0
1105;#1105;33079716-7b20-4df7-bf4d-329ed9c84a71.JPG;0.99999976;1
1106;#1106;fd13a4fc-2312-42cf-a4cd-7cb604945339.JPG;2.570244e-10;0
1107;#1107;e66f58e8-2451-43a9-bdf6-4cfee451372c.JPG;0.97556597;1
1108;#1108;614a7495-3cb0-4ffc-93bc-803fe8379901.JPG;3.0536397e-05;0
1109;#1109;8d3d7070-c743-4ab6-a2cc-5a28d5c51b2c.JPG;0.11055435;0
1110;#1110;d6916f24-4537-4473-8ef5-7c9aca1dcd0f.JPG;8.898706e-06;0
1111;#1111;66f456fe-f677-4bf7-a0f6-853cf1800a98.JPG;7.824925e-05;0
1112;#1112;4186a124-95fb-4e78-bc88-4e335d3353f0.JPG;4.090796e-05;0
1113;#1113;f928344d-212d-4a3f-8136-122260229d41.JPG;1.0;1
1114;#1114;f852bc00-0821-479b-ab8b-22a105910e10.JPG;0.95931375;1
1115;#1115;23074f9a-1324-499c-9d7c-88fa32f10ae7.JPG;7.9091436e-08;0
1116;#1116;fe77ce25-194a-4ea5-9d24-e34b0f248802.JPG;3.1007585e-06;0
1117;#1117;1055e1a7-6a1c-4cbc-8589-91c8c6beb0fa.JPG;0.7376625;1
1118;#1118;e040394a-f3e5-478e-bb3c-c2d11bc98673.JPG;0.0021170124;0
1119;#1119;61a221d3-6b1c-44f0-9cba-daaa32817331.JPG;1.0363148e-06;0
1120;#1120;8356ec7a-bf67-4632-8810-c0dd02b5d219.JPG;3.101053e-09;0
1121;#1121;9c9b18aa-e56e-4336-8fc4-9f2953feb9df.JPG;0.048122935;0
1122;#1122;60a3e217-6bfe-474e-a6c2-8004ecca0827.JPG;2.2131198e-05;0
1123;#1123;505209e5-206f-4f76-bf23-d7f8cfbe4703.JPG;1.685154e-05;0
1124;#1124;c3c16bb9-70c8-4e3d-aed4-2559c71455e9.JPG;8.573529e-08;0
1125;#1125;e7d64e65-c847-495e-a8c9-3628f0367451.JPG;0.25720567;0
1126;#1126;19e22a25-42cd-4eb1-8094-3419d7371827.JPG;0.8296533;1
1127;#1127;eabf5d23-cabd-4265-8bcc-23ad604a7030.JPG;8.02863e-06;0
1128;#1128;b30905b1-952c-48b6-b5d5-09e9875afcd1.JPG;1.6120379e-06;0
1129;#1129;62a4d70a-dc61-4ee6-ad2a-7ffff087fd02.JPG;1.0;1
1130;#1130;b99c6b50-7a22-4f0c-80be-160c7edcf3c8.JPG;6.112797e-08;0
1131;#1131;dc59bf0a-8066-4930-bf3e-d0ff22aa9f1e.JPG;4.9846656e-09;0
1132;#1132;bd9a4f7e-33ab-4a53-bf03-6ef2cd4f3dc7.JPG;3.0741361e-07;0
1133;#1133;58dca8ea-2355-4204-9496-737cc2667bc7.JPG;4.7024973e-06;0
1134;#1134;6e5fa6bc-05a5-40b0-ae0b-9fb21d6f55e4.JPG;0.9989697;1
1135;#1135;a4baaa99-335c-428a-9991-4ab808884c36.JPG;8.959548e-05;0
1136;#1136;66c43a75-6882-4de9-8fbd-2fca1d6d6021.JPG;2.7530793e-06;0
1137;#1137;d53e27f9-0884-4073-9767-6476648dc69b.JPG;0.0004689014;0
1138;#1138;6051ce25-61f8-48dc-926f-2e7ae6ad446f.JPG;0.44858813;0
1139;#1139;bb45da59-4d17-4430-9480-dcb02b06a4cc.JPG;0.0017322634;0
1140;#1140;681c63d6-4067-47ab-af51-555cb86ba3e0.JPG;1.9390941e-07;0
1141;#1141;f1e4a410-3ac3-41fa-9808-ab6d253b5a6e.JPG;1.1487584e-05;0
1142;#1142;44559278-0ada-4554-91c3-8eb3a7ecc90b.JPG;1.0;1
1143;#1143;cbe2bb1f-7c72-4cd0-bd3a-da703f314581.JPG;2.096482e-06;0
1144;#1144;f3a05290-5f6b-4201-a2b8-05520e6b7140.JPG;3.274877e-05;0
1145;#1145;c5552c8f-9f78-4beb-aad1-984f328f3192.JPG;0.9157396;1
1146;#1146;c1bc8d42-137f-4ebc-8122-6668c86202c2.JPG;0.9803919;1
1147;#1147;955229d0-ac81-4076-95ef-f5640d8a3516.JPG;0.9694984;1
1148;#1148;9a1c0f10-3e24-4bdf-85e8-4266f86295ca.JPG;0.99998176;1
1149;#1149;d01dd7b8-3c87-418c-9e46-d3c4ab338e04.JPG;1.6630062e-05;0
1150;#1150;d6e4762c-88f5-485b-96d8-c79bcb5720fc.JPG;6.300607e-09;0
1151;#1151;07236841-691b-405b-80ad-1a9ab864e57f.JPG;0.05387399;0
1152;#1152;6f4f1965-e89c-45e7-9b62-acdf504de520.JPG;0.0036050791;0
1153;#1153;b6fe7783-f727-4a97-871b-1a5811dfe034.JPG;0.9060969;1
1154;#1154;17194fd1-a992-4a3f-8dca-9e9a67a808e9.JPG;1.1294323e-06;0
1155;#1155;c7be33df-af20-4617-b226-32d4f35493f4.JPG;0.999997;1
1156;#1156;58821443-44e2-4a10-9b80-522f3a2fb9a6.JPG;0.9991111;1
1157;#1157;cb6adacd-b49d-4cb8-a722-83bedf697fa8.JPG;0.9977188;1
1158;#1158;ed346fc8-f7cb-4d05-987e-a4ce3b48b91b.JPG;0.9845073;1
1159;#1159;a58658c3-ee12-43e8-afbb-63f21e2dbae4.JPG;8.080333e-07;0
1160;#1160;075b5b16-cdff-450e-8211-f53c145c8505.JPG;4.982291e-06;0
1161;#1161;47f5579a-ec50-4f6d-981d-23c420f03c72.JPG;0.9999995;1
1162;#1162;10724447-091f-48d3-bf4e-0eb97be97180.JPG;4.116864e-09;0
1163;#1163;679bf0fd-bd2b-4640-9489-5aa3d7e95380.JPG;0.9999801;1
1164;#1164;65b903b2-1be7-4ba8-b120-ce7f4f9c6a35.JPG;0.007305751;0
1165;#1165;cdec6f13-8e1a-4ed9-bc24-57082053ea14.JPG;1.098773e-08;0
1166;#1166;56da52a0-0933-4d68-b2ea-7583ea57ea65.JPG;0.00085229246;0
1167;#1167;c57851f2-7ca2-4bc3-9b2a-afcf0e8a1659.JPG;0.9998048;1
1168;#1168;9d1554c7-8f40-4a7a-b78d-339bb6d8e53c.JPG;0.9793337;1
1169;#1169;8fbef06a-f3ef-4cb5-baa7-d05001625487.JPG;2.3876191e-06;0
1170;#1170;e8511ee1-dbf9-4cf5-b3ab-1b29297fc25f.JPG;0.9991854;1
1171;#1171;6911f290-ce55-4673-8181-47baa733f022.JPG;0.9999951;1
1172;#1172;ec37d72e-8e75-4558-8c4c-355e0d748711.JPG;0.9994443;1
1173;#1173;b320d0b8-b037-4dc3-a408-e482324ef324.JPG;0.9999857;1
1174;#1174;14266760-eddf-4bd4-be81-8e83162b7efb.JPG;0.9936905;1
1175;#1175;be65b633-adbe-470c-b926-3a16a72c1d6b.JPG;1.9174264e-07;0
1176;#1176;9ed46aaf-06ad-4104-a318-3ddd9d7308ed.JPG;0.9999981;1
1177;#1177;ee47a93b-dea6-4e24-a2db-f491d9bd81a2.JPG;0.9978892;1
1178;#1178;70c19966-4e93-442a-ab38-52ad8d7d6e2b.JPG;3.2083113e-07;0
1179;#1179;8396ee7c-f4fe-4608-9f24-7054bfc3c710.JPG;7.284312e-07;0
1180;#1180;325b978a-7e89-496c-9d29-e511f59525f7.JPG;0.9994404;1
1181;#1181;66da5788-f5f2-4765-8f66-b860ed1e6ed9.JPG;0.41974068;0
1182;#1182;db4fed9a-3bed-4af9-a430-aab464968620.JPG;0.9971343;1
1183;#1183;505edbff-baa6-4d45-a940-6ed3622a4d34.JPG;1.3888355e-07;0
1184;#1184;89590a59-1d30-4013-a953-19bf3ab720c0.JPG;0.9998913;1
1185;#1185;08231b3d-e202-47dd-a52b-9f89ffcfdd6c.JPG;0.9999145;1
1186;#1186;c2bc2432-a7e7-45c9-9cc2-adc73b737bc2.JPG;7.683921e-06;0
1187;#1187;87df972e-b1e5-430c-b5b1-8f6194666bbd.JPG;0.9997397;1
1188;#1188;ca018ea1-5336-40f4-b351-1849aa71eb7f.JPG;0.99937755;1
1189;#1189;40a325a1-6b7e-4812-96c6-ccd78811f802.JPG;1.620891e-06;0
1190;#1190;5764b3dc-addf-4318-b1c1-b280f6e7617d.JPG;2.8426544e-05;0
1191;#1191;cc448302-d5cc-4530-959b-8d86a3f7548f.JPG;0.99848986;1
1192;#1192;36092e22-da25-44ac-b3ef-b273b1fdaf23.JPG;0.9999994;1
1193;#1193;c1b98ebe-308f-45af-9803-d0a94467ec95.JPG;1.3726276e-07;0
1194;#1194;e97e26ed-1b82-4c40-8e2f-fbd6306dcf21.JPG;5.5898298e-08;0
1195;#1195;c6c32b00-2ec1-4f4d-8b40-9717ff9b1da3.JPG;0.0004687242;0
1196;#1196;514b42f9-f8f1-407d-bb61-9035f5b7b6c6.JPG;0.9999974;1
1197;#1197;a79f9c7d-45d7-4116-a08e-752a2dfb42c8.JPG;2.2166295e-08;0
1198;#1198;9a5197bc-ce5b-45df-998d-2d54d201ee71.JPG;0.7060646;1
1199;#1199;c4756554-b830-4dd2-be28-7993424e5469.JPG;1.5678303e-05;0
1200;#1200;dea14f22-fd35-4d71-a99e-caf735679304.JPG;7.948714e-10;0
1201;#1201;cf16c0bf-2e96-4b54-8262-f9165b9ad910.JPG;0.94988585;1
1202;#1202;62866730-b8dd-4af0-844a-008d70104a29.JPG;1.0487906e-06;0
1203;#1203;961c8e44-90d2-4b95-a49a-29fc21f24472.JPG;1.4034567e-05;0
1204;#1204;5581cad6-1186-431b-823e-5a3de3c78aed.JPG;1.0815787e-09;0
1205;#1205;405ab5c2-044a-46f3-9f15-ea987029ab62.JPG;2.5693164e-06;0
1206;#1206;c47a8f80-f0c0-44fc-af01-ee8d15154731.JPG;0.9869713;1
1207;#1207;37ef2e63-6ee9-4e0e-a0c1-db7bfa89a261.JPG;7.0039046e-06;0
1208;#1208;9d66246d-8fa1-409c-aa64-956583b8defe.JPG;1.2875047e-06;0
1209;#1209;96e51320-879a-463d-8f93-f269e17200ac.JPG;3.689572e-07;0
1210;#1210;cb83c403-5cdd-4e31-bb96-db051fe64b0e.JPG;0.9956059;1
1211;#1211;c9045bc8-f1fc-44df-bc4c-1811788e881b.JPG;0.0011636635;0
1212;#1212;68b6b298-ad31-4d60-a8bf-f29e33d7a642.JPG;0.97100306;1
1213;#1213;c38b7f27-c62f-4225-b4db-d25ba5509041.JPG;0.0017043459;0
1214;#1214;9aaad655-efbd-4fb2-a768-825003ab124f.JPG;0.9995943;1
1215;#1215;a8984b58-41d2-411a-9216-bb24316e6c59.JPG;3.8580263e-05;0
1216;#1216;61d5bbbd-cb44-455c-8045-a4212f7cf72e.JPG;0.99957234;1
1217;#1217;b384a1eb-e55c-402b-a2c1-41a0fc3b3e0d.JPG;4.904853e-05;0
1218;#1218;b7bb0f55-1c1e-49a4-babd-30f6c365182c.JPG;0.9715784;1
1219;#1219;c906ba0f-42b6-4b5b-a8d8-fa30eec28621.JPG;7.6895795e-10;0
1220;#1220;b017f184-e4fb-427f-9ba3-71879e9df073.JPG;7.571073e-06;0
1221;#1221;d2a054fe-4c16-4ef0-b754-3f7595133e56.JPG;0.99097085;1
1222;#1222;38d35623-26e5-4576-8db3-224c290f868b.JPG;5.1499746e-06;0
1223;#1223;82e02105-3d4a-4fdb-892a-5df2e622ffd7.JPG;0.9140981;1
1224;#1224;4769739d-9607-4b4b-877b-c2480cdedb80.JPG;1.6993581e-06;0
1225;#1225;efb6c220-b828-404a-8c9d-413f9d06909a.JPG;0.9999242;1
1226;#1226;a7f8a2f4-a0cc-4fee-b08d-c39c8c966b90.JPG;3.5885697e-07;0
1227;#1227;6842add9-b2fa-4587-948a-304e18c57b6e.JPG;0.8214037;1
1228;#1228;372f8bd4-fe93-4435-aa23-c4177e02db2a.JPG;0.9996904;1
1229;#1229;6f5fa47f-3f58-4eea-b7e7-5ca1f5f78015.JPG;0.0013735231;0
1230;#1230;703cc945-33fc-46e2-a690-ef18724f3391.JPG;8.083815e-09;0
1231;#1231;087fd171-60df-4032-976f-af373b7be9ce.JPG;1.6372951e-08;0
1232;#1232;ca3deb4d-8716-48db-9177-f06d043ac13a.JPG;0.9999918;1
1233;#1233;3853b030-f4bf-4023-8266-5c2a13475e69.JPG;0.99988735;1
1234;#1234;16ebb851-c434-4bb6-9a4a-cdeea7a6716d.JPG;4.1846524e-06;0
1235;#1235;e2b05fa3-2501-4384-aa9d-d336a778c5c3.JPG;3.982631e-07;0
1236;#1236;676dad72-85e9-4fb4-9295-0d5f2d7a1825.JPG;0.9369387;1
1237;#1237;b04cc88b-cd3b-458c-b759-2bc577db61bc.JPG;0.9999796;1
1238;#1238;c6f6f1b7-4898-44a6-8943-3b9fe36df440.JPG;0.99976474;1
1239;#1239;f8f8ffe5-8784-4924-a8f8-570cb64c6f83.JPG;5.5829917e-11;0
1240;#1240;b370db55-131e-4d3e-95e1-4875c781a8ad.JPG;7.766834e-06;0
1241;#1241;f01e21b7-08ba-4357-b6cf-ac00d9c23474.JPG;4.8361094e-06;0
1242;#1242;a013c5b7-4cec-4274-9977-6d1da58855be.JPG;3.441461e-07;0
1243;#1243;e14a5dd6-0cbf-43fd-8a41-5c66f3a420e3.JPG;0.00014106712;0
1244;#1244;fe61b147-48f7-442a-a6ec-42e5005aa5f4.JPG;0.9969025;1
1245;#1245;141c6829-b5ba-4b0b-ab79-cb8d884b8790.JPG;2.5163797e-06;0
1246;#1246;210890f6-fad3-4c9d-8f4a-4f6e8e6c778c.JPG;0.00027354818;0
1247;#1247;b5e0ed45-33d2-4649-8ea9-33d588520fb3.JPG;2.9070822e-08;0
1248;#1248;c32d867d-083f-468b-a4c9-84208a57d31f.JPG;0.99980825;1
1249;#1249;4925d98d-8087-4803-89c6-018ef352a598.JPG;0.0001429718;0
1250;#1250;56de8f04-7546-4071-8c90-440abd2322ee.JPG;0.99946827;1
1251;#1251;d956517f-00e1-4d0b-8993-c2356121399d.JPG;0.00044840944;0
1252;#1252;c36dbaf8-05f7-4874-802a-d06c926521aa.JPG;0.999977;1
1253;#1253;bdee79d2-0f64-463a-927b-16c50528e11b.JPG;0.25422758;0
1254;#1254;b4008f0b-7d80-4732-beb7-1ce67274c61d.JPG;7.284402e-07;0
1255;#1255;313bcf18-6ac7-4d0c-b7f6-fb21acaa9513.JPG;0.9999862;1
1256;#1256;9be10729-16b9-4773-82b4-445d8a6342e9.JPG;5.6412064e-05;0
1257;#1257;329047b4-9f68-4810-8276-7c2c530dd7a5.JPG;8.830073e-08;0
1258;#1258;b1411670-15f0-43f2-908d-3d762e9045d3.JPG;0.99989974;1
1259;#1259;cefe1ce8-59c0-4e2c-9f2d-c9e1067456c8.JPG;0.43114904;0
1260;#1260;7d9e409b-53f3-4884-882f-254c88972210.JPG;5.2884858e-05;0
1261;#1261;9669ff2d-7db6-4f86-ae42-425cc5093de5.JPG;0.98769146;1
1262;#1262;f25fcceb-d4d5-47a5-a84c-75bab3040b90.JPG;1.3897553e-06;0
1263;#1263;bd43c4f5-7e0d-4b05-99d1-ba9df26a6dd4.JPG;9.959403e-05;0
1264;#1264;245def5d-0d12-4966-94f1-80dfd94b5f16.JPG;0.06195686;0
1265;#1265;efecc2a5-1726-4307-bab7-83e5f9e527ce.JPG;0.99442166;1
1266;#1266;e504e461-bf31-4fc4-9149-cbfb3deed687.JPG;5.7196835e-06;0
1267;#1267;f33df6e1-95e6-4b0a-8ac3-a8420b36d790.JPG;0.4176899;0
1268;#1268;23afeaaf-ed9f-48c0-a321-06475d63f4f0.JPG;0.00029895979;0
1269;#1269;faf06bd1-6cf4-413a-87ee-69c987221eee.JPG;0.008688334;0
1270;#1270;91e9fae0-ea83-49ed-8b1d-baa97c71c314.JPG;0.99892336;1
1271;#1271;6630c86f-df05-4ac1-b573-d1b36e373058.JPG;4.838088e-05;0
1272;#1272;40c39308-8503-43bd-ba33-e16e55fe5b3d.JPG;0.9977303;1
1273;#1273;f4ed1eca-8069-4535-bd9b-b74fe8d5faa6.JPG;3.2186207e-07;0
1274;#1274;d4fea4bc-9633-4ad2-8c4d-5072cb8ecf51.JPG;0.00012092814;0
1275;#1275;f29688d1-3dc6-4117-819e-505059dec4c2.JPG;0.9863783;1
1276;#1276;98597ec7-a329-48fd-94ee-cdccf13539dd.JPG;1.5441037e-05;0
1277;#1277;799c30ea-777e-4856-9a1c-c895cd447f38.JPG;0.015416907;0
1278;#1278;790d1203-7464-4334-96eb-a52e380ffe54.JPG;1.0744793e-08;0
1279;#1279;da7db824-5db0-48e9-b43e-30ee750df668.JPG;0.9999484;1
1280;#1280;f7de52d6-e171-45a7-97fc-deb9ad40872f.JPG;0.00015417289;0
1281;#1281;94e8d0f3-9675-4da9-b74c-089977695a7d.JPG;0.0019300816;0
1282;#1282;bf669c57-94b2-4d8d-bde9-b5d75ab6062e.JPG;8.305669e-10;0
1283;#1283;92fb2772-2f04-4b50-94ed-2021162ae1ab.JPG;0.99996185;1
1284;#1284;a3bae393-a2d4-44d9-b16a-f39c4f928403.JPG;0.9986436;1
1285;#1285;beec9703-12d8-4144-ba6d-953b858232ce.JPG;1.7440443e-06;0
1286;#1286;837df546-c466-4b1b-9259-d95bbc594a27.JPG;0.9998802;1
1287;#1287;e259462b-bc2f-48af-b14c-ad257b3facdd.JPG;2.6422833e-07;0
1288;#1288;81baf292-29a9-497f-ae76-60a6b3653693.JPG;0.9830384;1
1289;#1289;f42fed58-2203-461a-9687-ef70621f9c7d.JPG;4.5890596e-05;0
1290;#1290;b17570e7-cb9e-453d-8421-b31f0ce114a9.JPG;0.99507374;1
1291;#1291;7c21ccef-6202-44c4-8f7f-a2155498c592.JPG;0.88163066;1
1292;#1292;63c19cc7-16b0-428b-97e2-7cf648259816.JPG;0.9974776;1
1293;#1293;96c4cda3-b40d-42c2-8e90-aa993c1e3625.JPG;0.9917133;1
1294;#1294;d74c25a6-ce48-43f9-b956-9aec5421491b.JPG;1.4704611e-08;0
1295;#1295;961a6eb6-0de1-4417-94ef-e3dc457a7202.JPG;0.9254302;1
1296;#1296;fbf0464b-4c97-44c5-934e-2978e4e50eb9.JPG;0.99823534;1
1297;#1297;ce9b5b0f-25aa-4505-9e7a-23d15d21a9a4.JPG;1.8625705e-08;0
1298;#1298;54bf01a2-5135-4ed1-8bb8-2f8becabc834.JPG;1.0;1
1299;#1299;d6f15763-bd6f-4d31-8ea5-eb029788c296.JPG;4.0276282e-10;0
1300;#1300;7832cb84-9041-48f7-909b-d3fc7648b1b9.JPG;0.9999802;1
1301;#1301;af814ca1-f4cd-4b9c-936c-6df3c8f399c3.JPG;1.923743e-06;0
1302;#1302;ef52ed5f-e3b7-47e9-95a5-fc7c21014443.JPG;2.5340316e-06;0
1303;#1303;f3aaeafc-5c65-4971-bf60-4da7e55f83e5.JPG;0.9999846;1
1304;#1304;12c3c2e0-75b1-40ac-9c24-25580b0a781c.JPG;0.9999999;1
1305;#1305;811cc2f7-276a-4a2d-9bfb-59750dc3fb93.JPG;0.9999442;1
